id_cas;cas_nom_dossier;cas_zone_nom;cas_zone_code;cas_zone_type;cas_AAAA;cas_MM;cas_JJ;cas_resume;cas_resume_web;cas_public;cas_temoignages_nb;cas_temoins_nb;cas_temoins_nb_approx;cas_nb_PAN;cas_nb_PAN_approx;cas_MinCercleInscrit_Lat;cas_MinCercleInscrit_Lng;cas_MinCercleInscrit_Err;cas_date_maj;cas_etrangete;cas_etrangete_err;cas_etrangete_calc;cas_etrangete_calc_err;cas_fiabilite;cas_fiabilite_err;cas_fiabilite_calc;cas_qte_information;cas_qte_information_calc;cas_consistance;cas_consistance_calc;cas_consistance_calc_err;cas_classification;cas_classification_calc;cas_numEtude
1078;"PLAN-D'AUPS-SAINTE-BAUME (83) 09.10.19891";Var;83;"(D) Departement";1989;10;09;"Le 9 octobre 1981 vers 5h  du matin une personne apereoit depuis son jardin un objet volant de forme cylindrique. Il se trouve e envion 100 m et le temoin le decrit comme mesurant 1,50m de diametre et d'une hauteur de 30m. Durant l'observation qui a dure 6 minutes, il a pu voir que l'objet etait de couleur orange dans sa partie centrale puis devenait jaune et blanc sur les bords. Au cours de l'enquete aucun autre temoin et aucune trace sur les lieux ne seront trouves. Ce phenomene reste inexplique par manque de donnees.";"Observation d'un objet cylindrique de plus de 30 metres de hauteur.";O;1;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-10-01680
1079;"ANGOULEME (16) --.10.1981";Charente;16;"(D) Departement";1981;10;--;"Dans le courant du mois d'octobre 1981, entre 23h et 1h du matin, une personne termine une pellicule photographique en prenant les derniers cliches depuis l'appartement de ses parents. Il photographie les lumieres de la ville. Une fois les diapositives  developpees par un laboratoire prive,  il s'apereoit de la presence d'un point lumineux particulier sur l'une d'elle. Faisant tirer sur papier un agrandissement 13X18, il apereoit alors un objet etranger au decor naturel et ressemblant e une soucoupe volante. Il decide alors de faire une deposition e la gendarmerie et  laisse un croquis de la photographie. Aucune autre information ne sera recueillie sur cette observation.";"Observation d'un point lumineux etrange sur une photographie.";O;1;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-10-01681
1080;"OUVILLE-L'ABBAYE (76) --.10.1981";Seine-Maritime;76;"(D) Departement";1981;10;--;"Temoignage recent (sept 2013) d'une observation ancienne (incertitude date jour et mois oct/nov).<br> Le temoin relate une observation faite probablement en octobre 1981 e environ 23h et durant 2 e 3 minutes (la date du samedi 17 octobre est donnee arbitrairement). Le temoin, ennuye par une serie TV, regarde par la porte-fenetre et reste surpris de voir passer lentement sur trajectoire rectiligne 5 e 6 points rouges oranges situes sur le pourtout d'un objet sombre. Apres 1 e 2 minutes le PAN prend le chemin inverse puis une direction ascendante pour disparaitre de faeon fulgurante dans le ciel degage. Le temoin rapporte un changement de couleur (blanc) lors de l'acceleration. Aucun bruit particulier n'est entendu lors de l'observation. Un autre temoin a assiste e la scene et rapporte par mail en janvier 2014 avoir vu e l'Ouest une guirlande d'ampoules rouges positionnee en demi cercle. Le PAN disparait puis reapparait pour partir e tres grande vitesse vers le NO dans le ciel. Aucun autre temoignage n'a ete recueilli sur le phenomene.<br> L'hypothese d'une meprise avec un engin agricole ou de chantier e configuration particuliere et surprenante (engin de passage et autre que ceux du proprietaire qui est couche) n'est pas totalement exclue malgre l'heure tardive (23H en octobre ou novembre). Il s'agissait d'ailleurs de la premiere hypothese du temoin. Cette hypothese se heurterait e la hauteur des lumieres decrites (4 ou 5 m dans les arbres), et  surtout e la disparition rapide du PAN avec une certaine elevation  dans le ciel. <br> L'anciennete de l'observation et l'incertitude sur la date (octobre ou novembre 1981) rendent impossible l'exploration de cette l'hypothese d'engin. Et faute d'autre hypothese cette observation reste etrange.<br> D'un autre cete, il s'agit d'un temoignage realise plus de 30 ans apres, donc sujet e imprecision ou erreur de memorisation. Le deuxieme observateur (conjoint) decrit un phenomene de meme  nature mais avec beaucoup moins de details. Ce dernier n'a pas souhaite temoigner (un court mail envoye e l'enqueteur). Les observateurs ne sont pas sortis de leur maison pour s'approcher du lieu, pereu e 30 ou 35 m, oe avait evolue le PAN. Ceci s'est fait le lendemain, signe que l'etrangete vecue n'etait pas tres forte, ni meme trop forte ou effrayante car le temoin signale e ne pas avoir ete perturbe outre mesure, meme si conscient d'assister e quelque chose d'etonnant e.<br> Il s'agit donc d'une observation qui reste etrange car sans explication de probabilite superieure e 20 %. Mais il s'agit aussi d'une observation qui manque de consistance, e savoir d'information et de fiabilite (30 ans apres, pas de date precise, un observateur present qui ne souhaite pas temoigner.).<br>  En consequence  GEIPAN classe en C : manque d'information fiable.";"Temoignage recent (2013) d'une observation ancienne (1981). Observation des deplacements silencieux de plusieurs lumieres rouge orange delimitant une masse sombre ; disparition rapide : manque d'information (date incertaine et sans recoupement).";O;;;;;;;;;2017-12-01;;;0.80;0.00;;;0.70;;0.60;;0.42;0.00;C;C;1981-10-08550
1081;"MARSEILLE (13) 01.11.1981";Bouches-du-Rhene;13;"(D) Departement";1981;11;01;"Le 1 novembre 1981 vers 11h plusieurs temoins apereoivent un objet volant qui se dirige lentement vers la mer. Cet objet de couleur gris est de forme cylindrique et mesure environ 4 metres de long. Aucun bruit n'est entendu lors du deplacement de l'engin.<br> L'enquete etablira qu'il s'agit d'un ballon publicitaire lance par des enfants depuis la terrasse du betiment ""Le Corbusier"" e environ 300 metres du lieu de l'observation.";"Observation du vol d'un ballon publicitaire.";O;5;;;;;;;;2012-09-10;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1981-11-00893
1082;"FERRETTE (68) 1981";Haut-Rhin;68;"(D) Departement";1981;11;04;"Le 4 novembre 1981 des ouvriers couvreurs observent vers 10h du matin e haute altitude, un objet volant rond, avaneant  lentement. Visible durant une dizaine de minutes les temoins peuvent voir plusieurs couleurs ou  lumieres qui semblent clignoter ou apparaetre alors que l'engin effectue des rotations sur lui-meme. Le ciel est degage et permet d'avoir une bonne visibilite. L'engin disparaet dans le paysage. Aucune autre information ne sera recueillie sur ce phenomene qui ne peut etre explique par manque de donnees.";"Observation d'un objet volant e tres haute altitude.";O;5;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-11-00895
1085;"FEIGNIES (59) 06.11.1981";Nord;59;"(D) Departement";1981;11;06;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification.<br> 
Ce cas d'observation precedemment classe D et nomme FEIGNIES (59) 06.11.1981 fait partie d'un ensemble de cas reexamines recemment.<br>
Le 06 novembre 1981 vers 19h45 un temoin apereoit un phenomene lumineux tres intense derriere son habitation et ""pres d'un poteau electrique"" dans un champ. L'observation dure environ une heure, et lorsque la lumiere s'eteint le temoin voit alors une forme de cigare en position verticale entoure de couleurs variees. Par la suite ces lumieres s'eteignent pour laisser apparaetre un objet de la forme d'un ballon de rugby de couleur gris metal. Durant 4 e 5 secondes, cet objet se balance de gauche e droite puis reprend sa position verticale. Le temoin constate ensuite dans le ciel un couloir orange ""venant de l'emplacement de cet engin"" ainsi que des traces blanches. Aucun bruit durant l'observation ne sera entendu. Le temoin rapporte avoir deje observe des phenomenes lumineux pres de chez elle la semaine precedente. La Gendarmerie n'est prevenue de cette observation que 10 jours plus tard. Aucun autre temoin pour cette date et cette zone d'observation n'est retrouve.<br>
L'analyse est reprise e partir :<br>
- du proces-verbal (PV) des declarations du temoin ;<br>
- des photos aeriennes et la cartographie de l'epoque et d'aujourd'hui ;<br> 
- de l'enquete privee menee dans les jours suivants l'observation (revue Lumieres Dans La Nuit (LDLN) Janvier Fevrier 1984 ne235-236) dont une partie est jointe au PV. Aucun element de cette enquete privee n'est utilise pour appuyer la conclusion qui repose uniquement sur les autres elements. Par contre, les elements de cette enquete, qui en apparence s'opposeraient e l'hypothese retenue, sont repris pour degager les elements strictement imputables au temoin, des interpretations ou conclusions implicitement ou explicitement deduites de l'enquete.<br>

Nous concluons que le temoin, nouvellement installe (deux mois) et probablement non familier des lieux et des pratiques agricoles locales, a tres probablement observe un ou plusieurs engin(s) agricole(s) effectuant des travaux nocturnes dans les champs adjacents, et plus precisement de ramassage de tas de betteraves recoltes les jours precedents et entasses le long d'un chemin d'exploitation, facile d'acces depuis la route situee e l'est (voir le compte-rendu d'enquete).<br>

Cette conclusion s'appuie sur les points suivants :<br>
- observations similaires ayant eu lieu les jours precedents ;<br>
- le travail nocturne lie e la recolte des betteraves existait probablement deje en 1981, des projecteurs equipant les engins dedies ;<br>
- nous sommes en pleine periode d'arrachage des betteraves, et des champs de betteraves sont situes non loin de la maison du temoin, dans la direction d'observation ;<br>
- le travail d'arrachage, deje probablement entame sur tout ou partie de parcelles situees e proximite les jours precedents, s'est acheve peu de temps (10 jours) apres l'observation, selon l'enquete privee ;<br>
- le PAN e semble au sol e selon le temoin ;<br>
- presence de fortes lumieres, assimilables aux projecteurs des engins agricoles ;<br>
- les mesures et calculs de distances et de dimensions, quoique necessairement imprecises du fait des mauvaises conditions d'observation, peuvent cadrer avec l'observation de tels engins. La distance pourrait etre grossierement comprise entre environ 250 et 500 m, avec une position du chemin d'exploitation distante d'environ 400/450 m du temoin, dans l'axe d'observation ;<br>
- observation longue, compatible avec le temps necessaire au ramassage des betteraves ;<br>
- forme du PAN imprecise, changeante, occasionnee par une illusion perceptive de forme, de nuit ;<br>
- les mouvements de l'engin agricole de ramassage, effectuant des va-et-vient autour des tas de betteraves sont compatibles avec la description du temoin evoquant un deplacement e l'horizontale, avec des mouvements de va-et-vient ;<br>
- le e couloir de couleur orange e observe par le temoin une fois e l'engin parti e rappelle ce qu'il est possible d'observer lorsqu'un projecteur est oriente vers le ciel, dans des conditions atmospheriques propices (brume, brouillard, humidite). Il peut s'agir d'un des projecteurs d'eclairage du travail, laisse un temps allume (duree non precisee par le temoin) pour rien (ce que peut expliquer un pointage vers le ciel). C'est une hypothese plausible qu'aucun element ne peut venir confirmer ou infirmer ;<br>  
- ces engins agricoles sont bruyants, mais les conditions d'observation (derriere une vitre, television allumee et distance d'observation) peuvent expliquer que le temoin n'ait pas pereu de bruit.<br>

Deux aspects de l'observation (issus exclusivement de l'enquete privee) cadrent en apparence moins bien avec l'hypothese :<br>
- l'observation de rais multicolores fins autour du PAN. L'hypothese d'un phenomene de diffraction lumineuse cause par la presence de buee sur la vitre de la porte-fenetre generee par le temoin a ete envisagee, elle peut se produire cependant dans certaines conditions (forte difference de temperature, forte humidite et faible distance temoin/vitre) dont seule la derniere n'a pu etre confirmee faute de precision sur la distance ;<br>
- l'observation du PAN, dans une phase precise, devant le poteau. La (breve) mention dans l'enquete privee n'a pas directement ete faite par le temoin, et le dessin permettant d'appuyer ce type d'information n'a pas non plus ete realise par le temoin lui-meme. Par ailleurs, aucune explication n'est donnee relativement e ce qui aurait concretement permis au temoin de penser que le PAN passait devant le poteau. Les elements factuels permettant d'evaluer l'affirmation sont manquants : pas de donnees comparatives sur les teintes PAN/arriere-plan, pas de donnees sur la puissance lumineuse des e feux e e cet instant. La mention de sol eclaire par le PAN non visible par le temoin n'est pas contradictoire avec sa position aux alentours du poteau, mais elle ne l'est pas plus avec sa position plus loin, aux alentours du chemin d'exploitation, donc derriere le poteau. Par ailleurs, des doutes existent sur la nature du         e profilage e du poteau visible par le temoin : cela peut etre tout autant par contraste avec l'arriere-plan du paysage eclaire par la Lune que par contraste avec la luminosite du PAN.<br>

La consistance est mediocre, avec une description du PAN et des diverses phases d'observation peu fouillee. Mais elle est suffisante pour conclure compte-tenu de la bonne probabilite de l'hypothese retenue (faible etrangete resultante).<br>

En consequence le GEIPAN classe en A : observation tres probable d'un ou de plusieurs engin(s) agricole(s) effectuant des travaux de ramassage de betteraves sur un chemin d'exploitation situe dans l'axe d'observation.
";"Longue observation de nuit d'un phenomene tres lumineux dans un champ : observation tres probable d'un ou de plusieurs engin(s) agricole(s).";O;2;1;;1;;;;;2019-01-23;;;0.20;0.00;;;0.70;;0.50;;0.35;0.00;A;A;1981-11-00898
1086;"GUIPAVAS (29) 22.11.1981";Finistere;29;"(D) Departement";1981;11;22;"Le 22 novembre 1981 entre 7h 40 et 8h plusieurs personnes se trouvent sur la route peripherique au terrain d'aviation. Le jour n'est pas totalement leve mais la visibilite est bonne. Soudain ils apereoivent une boule couleur rouge-orange qui reste immobile au-dessus du champ situe juste avant le terrain d'aviation. Cette boule de la grosseur d'un ballon de foot-ball disparaet brusquement et semble etre tombee dans le champ ; e aucun moment les temoins ne pereoivent un bruit particulier.  De service ce matin le, deux gendarmes vont egalement apercevoir  vers 8h, une boule lumineuse orangee qui s'avance sur la piste comme pour un atterissage alors qu'un avion sur cette meme piste s'apprete e decoller. Au fur et e mesure que la boule descend elle prend une forme plus imposante. Immediatement le pompier avertit la tour de contrele mais l'objet disparaet instantanement. Aucun bruit ne sera entendu par les temoins et aucune trace  dans le champs ou sur la piste ne sera trouvee. Neanmoins le CRNA signalera un spot visible sur le radar entre 7h50 et 8h 04. Ce phenomene reste inexplique.";"Observation d'un objet insolite sur un terrain d'aviation. Le CRNA signale l'acquisition d'un spot visible sur le radar e l'heure du phenomene observe.";O;8;;;;;;;;2008-06-03;;;0.75;0.25;;;;;;;0.70;0.23;D;D;1981-11-00900
1087;"LHUIS (01) 22.11.1981";Ain;01;"(D) Departement";1981;11;22;"Le 28 novembre 1981 e 0h 45, deux gendarmes en service, constatent dans le ciel, la presence d'une lumiere extremement brillante. Celle-ci est immobile et semble clignoter. L'observation aux jumelles leur permet de distinguer sur le pourtour de cette lumiere des eclats lumineux de plusieurs couleurs. Ceux-ci s'allument et s'eteignent de faeon desordonnee. Les gendarmes ayant une carte celeste, ils situent le point lumineux e gauche de la constellation d'Orion. Cette observation durera plusieurs heures. Apres une verification sur un logiciel d'astronomie, ces temoins ont certainement apereu, cette nuit le, Sirius, particulierement visible dans le ciel en cette periode de l'annee.";"observation de Sirius";O;1;;;;;;;;2007-03-22;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1981-11-00901
1088;"BOURGOIN-JALLIEU (38) 1981";Isere;38;"(D) Departement";1981;11;21;"Le 21 novembre 1981 vers 20h, deux personnes apereoivent dans le bois situe en face de leur domicile un phenomene lumineux particulier qui les intrige.  Celui-c, de  forme rectangulaire, est de couleur rouge-orange et reste immobile. Lors de l'observation qui durera pres d'une heure, les temoins pourront voir un halo de couleur verte entourer progressivement le rectangle puis deux projecteurs tres puissants emettre une lumiere jaune. L'objet  s'elevera lentement dans les airs suivant un angle de 45e avant de disparaetre dans le ciel. Aucun bruit ne sera entendu durant l'observation. Le lendemain un des temoins ira sur place mais ne trouvera aucune trace. Les gendarmes ayant ete prevenus 25 jours plus tard, aucune trace sur  le sol ou sur l'environnement ne pourra etre recueillie et aucun autre temoin de ce phenomene ne se manifestera pour apporter des informations complementaires.";"observation d'un phenomene lumineux e l'oree d'un bois.";O;4;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-12-00905
1089;"BOURG SAINT-MAURICE (38) 1981";Savoie;73;"(D) Departement";1981;11;20;"Le 20 novembre 1981 vers 18h plusieurs temoins observent dans le ciel une boule lumineuse suivie d'une trainee multicolore. Cette boule se deplace e tres grande vitesse traversant le ciel dans une direction Sud-Nord. L'observation a dure 15 e 30 secondes dans un ciel degage. Un des temoins a entendu un sifflement. Ces personnes ont probablement ete temoins d'une rentree atmospherique.";"Observation de la rentree probable d'un objet dans l'atmosphere";O;3;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1981-11-01677
1090;"SAINT-FIACRE (77) 01.11.1981";Seine-et-Marne;77;"(D) Departement";1981;11;01;"Le 1er novembre 1981 plusieurs personnes dans un vehicule observent e 100 metres, un appareil immobile e une trentaine de metres au-dessus d'un champ. Roulant au pas les temoins remarquent que l'engin a une forme hemispherique et une couleur fluorescente. En bas e droite, un projecteur dirige vers le sol emet une lumiere blanche intermittente. Une sorte de  degagement de chaleur rend flous les contours de l'engin. Passant de nouveau le long du champ apres avoir depose une personne e son domicile, ils constateront la disparition de l'engin. L'enquete ne permettra pas de trouver des traces ou d'autres temoins de ce phenomene pour lequel nous manquons de donnees.";"Observation d'un engin tres lumineux.";O;1;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-11-01679
1091;"DRAVEIL (91) 1981";Essonne;91;"(D) Departement";1981;12;06;"Le 6 decembre 1981 vers 20h 35 des temoins observent dans le ciel un phenomene lumineux particulier. Tous ont remarque un ensemble de formes circulaires lumineuses qui se deplacent e vitesse irreguliere sur un perimetre restreint. Aucun bruit n'est entendu et le phenomene reste visible environ une heure avant de disparaetre e l'horizon. Nous manquons de donnees pour avancer toute hypothese concernant l'origine de ce phenomene.";"Observation d'un phenomene lumineux.";O;4;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-12-00903
1093;"CAUDAN (56) 21.12.1981";Morbihan;56;"(D) Departement";1981;12;21;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification. Ce cas d'observation precedemment classe D et nomme LANN-BIHOUE (56) 1981 fait partie d'un ensemble de cas reexamines recemment.<br>  Le 21 decembre 1981 aux alentours de 22h 10 une famille observe, durant 10 minutes, dans le ciel en direction du SE, un objet lumineux de forme ronde et de couleur orange. Le temoin rapporte que l'objet evolue e tres grande vitesse avec des deplacements rectilignes et des changements brutaux de cap e angles vifs. Ce point est entoure d'eclats lumineux de meme couleur qui apparaissent et disparaissent alternativement durant une dizaine de minutes. Ce phenomene a ensuite disparu vers le Sud et une seconde lueur e l'Est mais e plus basse altitude a pu etre vue durant quelques secondes avant de disparaetre completement. Un seul temoignage est recueilli.<br>  Concernant le phenomene principal (observe sur 10 minutes), les temoins ont probablement observe l'etoile Sirius, se trouvant etre e l'heure de l'observation bas sur l'horizon Sud-Est, et dans la direction de l'observation (voir le compte rendu d'enquete).<br>  Des conditions d'observation favorables avec un ciel degage, mais avec quelques passages de nuages bas, ont pu causer cette confusion, l'astre scintillant fortement et pouvant etre eventuellement masque au bout d'une dizaine de minutes par le passage d'un banc de nuages bas.<br>  La description par le temoin de la presence d'eclats lumineux est conforme e l'hypothese, car e cette elevation l'astre scintille de faeon aleatoire, ses rayons lumineux traversant une couche atmospherique plus epaisse davantage sujette aux turbulences atmospheriques. La description de emouvements tant en site qu'en gisement, e une tres grande vitesse e est egalement conforme e l'hypothese et la conforte. En effet, le fait que temoin eprouve le besoin de mentionner que e ces evolutions avaient une tendance e se deplacer vers le sud e traduit bien que le mouvement angulaire global du PAN sur 10 minutes (temps d'observation) reste faible. On peut conclure qu'il s'agit le du phenomene naturel physiologique de micro-mobilite oculaire (emicro-nystagmuse), mal connu du grand public, qui se produit lorsque l'on fixe des objets, particulierement de nuit. Il se traduit par l'impression fausse que des objets ponctuels lumineux sont affectes de petits mouvements aberrants, tels que des zigzags.<br>  Deux elements nous empechent de confirmer fermement cette hypothese.<br> - le temoin n'indique pas l'elevation du PAN dans le ciel, bien que l'on puisse deduire de sa comparaison avec un avion se posant qu'il s'agit d'une elevation faible, compatible avec celle de Sirius.<br>   - la presence de quelques nuages. Un nuage peut avoir fait obstacle e Sirius, tandis qu'en absence certaine de nuages au moins dans la direction, le fait que le temoin ne remarque pas Sirius au voisinage du PAN constituerait une preuve (de plus ici) que le PAN et Sirius sont confondus.<br>   Neanmoins, au vu de tous les autres elements concordants, l'hypothese de Sirius est d'une probabilite bien superieure e 50% et doit etre retenue.<br>  Le second phenomene est beaucoup plus fugace et, contrairement au premier, nous ne disposons que de tres peu d'elements permettant d'etablir et d'eprouver une quelconque hypothese.<br>  La consistance du temoignage est moyenne, avec un unique temoignage alors que plusieurs temoins etaient presents, et des donnees parcellaires et imprecises pour la premiere observation, et tres insuffisantes pour la seconde.<br>  En consequence le GEIPAN classe le premier phenomene en B : Observation de Sirius.<br>  Le temoignage sur l'autre phenomene est inexploitable.";"Observation d'un phenomene lumineux jaune-orange scintillant dans le ciel nocturne en direction du SE : observation de Sirius.";O;1;;;;;;;;2017-11-13;;;0.35;0.00;;;0.70;;0.70;;0.45;0.00;B;B;1981-12-00906
1094;"AVIGNON (84) 24.12.1981";Provence-Alpes-Cete-d'Azur;;"(R) Region";1981;12;23;"Les 23 et 24 decembre 1981 entre 18h 30 et 19h plusieurs personnes ont apereu dans le ciel nuageux un phenomene lumineux particulier. De forme circulaire ce phenomene a plusieurs fois change de couleur allant du blanc e l'orange. Ce phenomene fixe au depart semble avoir effectue des deplacements qui expliqueraient le fait qu'il ait ete apereu grandissant ou diminuant quelques fois. Des pilotes et contreleurs aeriens ont egalement remarque cette lueur le 24 decembre.  Malgre une enquete fournie de la gendarmerie aupres de differents services et une verification avec un logiel d'astronomie, nous manquons d'informations pour affirmer que les temoins ont observe Venus,  particulierement visible ce soir le.";"observation d'un disque lumineux changeant de forme et de couleur.";O;2;;;;;;;;2011-12-16;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1981-12-00907
1095;"LATOUR DE FRANCE (66) 1981";Pyrenees-Orientales;66;"(D) Departement";1981;12;16;"Le 16 decembre 1981, une heure apres le coucher de soleil plusieurs temoins font une longue observation d'un point lumineux entoure d'un anneau bleute. Ce point apparaet parfois avec une trainee coloree. Ses deplacements forment des zigzags. Aucune autre information n' a pu etre recueilllie sur ce phenomene.";"Observation d'un point lumineux e tres haute altitude.";O;3;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1982-01-00909
1096;"NICE (06) 19.12.1981";Alpes-Maritimes;06;"(D) Departement";1981;12;19;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A,B,C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification explicite dans une note d'enquete. Ce cas d'observation precedemment classe D et nomme NICE (06) 1981 fait partie d'un ensemble de cas reexamines recemment. <br> Le samedi 19 decembre 1981 entre 10h30 et 10h50 plusieurs temoins observent entre 50 et 100  objets volants tres haut dans le ciel. Ces objets sont pour la plupart de forme ronde blancs et brillants, ils se deplacent dans la direction du Sud-Ouest en une seule formation avec une distance inegale entre chaque objet. Leur vitesse est lente et ils n'emettent aucun bruit. Les trois derniers objets ont une forme differente, comme une sorte de tube. Ces derniers changent de couleur passant du blanc e l'orange alternativement. Ces objets disparaissent caches par le paysage et les nuages. Deux temoins deposent en gendarmerie. <br> La description du ou des PAN faite par les temoins rappelle fortement un lecher groupe de ballons (voir les notes d'enquete). Il est e noter que l'observation a lieu un samedi matin, dernier jour d'ecole avant les vacances de Noel 1981. A une semaine des fetes de Noel, l'observation pourrait ainsi s'expliquer par un lecher massif de ballons avec des lettres ecrites par des eleves. <br>  L'indication de trajectoire decrit du NE vers SO parait fiable, car les temoins indiquent la meme direction et ont vu passer les PANs pres de leur verticale (ce qui favorise l'appreciation de direction de deplacement). Cette direction n'est pas exactement celle du vent qui est de Nord vers Sud. Mais on note : <br> - que le vent est mesure e l'altitude de la mer alors que les eventuels ballons evoluent e 6km de le et e plus de 100 m d'altitude (vu leur petitesse d'aspect) et peut etre plus haut encore car a priori lances des hauteurs de Nice, <br> - qu'on est en ville et pres des montagnes (facteurs favorisant des variabilites locales). <br> Ce sont autant d'elements pouvant expliquer que le vent au niveau des PAN ait une direction differente de 40e de celle mesuree e la station de Nice. Notons de plus que le vent mesure e partir de 12H etait d'Est vers Ouest et qu'il pouvait donc avoir commence e tourner un peu plus tet e l'altitude des PAN. <br>  Par ailleurs, la lenteur et la duree de parcours des objets composant le PAN sont coherentes d'un vent faible mesure de l'ordre de 7km/h. <br>  L'aspect des couleurs et lueurs des PANs varie en fonction des temoins. T2 retient des couleurs differentes entre PANs e de forme rondes et de differentes couleurs (jaune-vert-rouge-bleu) e ; T1 retient une e couleur blanc brillant donnant un reflet ressemblant e celui d'une lumiere sur une plaque d'aluminium e. Ces deux descriptions sont compatibles de ballons de couleurs e priori differentes et refletant fortement le soleil (la geometrie soleil-ballons-temoins est favorable au reflet). <br> T1 distingue des PANs differents (e la fin de formation). La forme n'est plus ronde mais celle de tubes, et la couleur de chacun d'eux alterne entre orange et blanc. Cela peut s'expliquer par l'introduction dans ce lecher, massivement compose de ballons ronds, de quelques ballons plus complexes, cylindriques, e deux faces et de couleurs differentes. Notons que T2 n'a pas distingue de PAN differents des autres, outre le fait que e sur l'ensemble il y en avait qui s'allumaient et qui s'eteignaient e. Sur ce dernier point, l'ensemble des deux temoignages s'explique par une forme de (certains) ballons non symetriques favorisant le tournoiement et donc la variation de reflet ou de couleur selon la realite des ballons ou selon les particularites et precisions de perception des temoins. <br>  En consequence le GEIPAN classe le cas en B : observation probable de ballons festifs (baudruches).";"Longues observations du deplacement lent et silencieux d'une centaine d'objets lumineux dans le ciel : observations probables de ballons festifs (baudruches).";O;2;;;;;;;;2017-07-28;0.30;;0.30;0.00;;;0.70;;0.70;0.50;0.50;0.00;B;B;1982-01-00910
1097;"HAYANGE (57) 1982";Moselle;57;"(D) Departement";1982;01;06;"le 6 janvier 1982 en fin d'apres midi, des temoins apereoivent un phenomene lumineux particulier. Un objet emetant des lumieres rouges, blanches et bleues  se deplace lentement pour disparaetre e l'horizon. L'enquete met en lumiere le passage entre 18h et 19h d'un avion de ligne civile avec des feux de navigation ""eclateurs"" de meme couleurs.";"Observation vraisemblable d'une avion de ligne civile aux feux de navigation ""eclateurs""";O;3;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1982-01-00908
