id_cas;cas_numEtude;id_temoignage;tem_new;tem_chrono;obs_chrono;tem_nom_dossier;tem_title_nickname;tem_title_type;tem_resume;tem_Gi;tem_Ti;tem_Ti_type;tem_TComi;tem_age;tem_genre;tem_adr_commune;tem_adr_CP;tem_adr_dpt;tem_adr_pays;tem_xp_formation_niveau_type;tem_xp_activite_type;tem_xp_aero;tem_xp_aero_niveau;tem_xp_astro;tem_xp_astro_niveau;tem_xp_topo;tem_xp_topo_niveau;tem_xp_UFO;tem_xp_UFO_niveau;tem_obs_moyen;tem_emotions_lib;tem_activite_lib;tem_avis_interpretation_lib;tem_avis_interet_lib;tem_avis_change_lib;tem_avis_science_lib;tem_experience_change_lib;tem_photos_retouchees;tem_plans;tem_croquis;tem_public;tem_GD;tem_A;tem_PVi;tem_numSEPRA;tem_catno;id_temoignage_old;nom_temoignage_old;id_observation;obs_nb;obs_description;obs_commune_or_trajet;obs_tem_dep;obs_tem_dep_label;obs_tem_dep_vitesse;obs_AAAA;obs_MM;obs_JJ;obs_date_heure;obs_heure_plage;obs_heure_deb;obs_heure_fin;obs_heure;obs_heure_delta;obs_heure_tranche_horaire;obs_heure_approx;obs_duree_hms;obs_duree_lib;obs_duree_type;obs_1_adr_commune;obs_1_adr_CP;obs_1_adr_dpt;obs_1_adr_pays;obs_1_adr_commune_2;obs_1_adr_CP_2;obs_1_adr_dpt_2;obs_1_adr_pays_2;obs_1_cadre_reference;obs_1_cadre_reference_type;obs_1_lat;obs_1_lon;obs_1_pos_err;obs_1_env_sol;obs_1_env_sol_type;obs_1_env_relief_type;obs_conditions_tem_activite;obs_1_heure;obs_1_duree_type;obs_1_azimut;obs_1_azimut_lib;obs_1_elevation;obs_1_elevation_lib;obs_1_dist_lib;obs_1_dist_approx_type;obs_1_alt;obs_1_alt_lib;obs_1_cap;obs_1_cap_lib;obs_1_trajectoire_types;obs_1_trajectoire_lib;obs_1_dynamique_types;obs_1_vitesse_ang;obs_1_vitesse_lib;obs_1_vitesse_types;obs_1_taille_apparente_lib;obs_1_taille_apparente_type;obs_1_taille_apparente_abs;obs_1_env_odeurs_types;obs_1_tem_reaction_types;obs_conditions_apparition;obs_conditions_apparition_txt;obs_conditions_obs_direct;obs_conditions_obs_indirect;obs_conditions_env_bruit;obs_conditions_tem_activite_lib;obs_conditions_meteo;obs_conditions_meteo_lib;obs_conditions_astro;obs_conditions_astro_lib;obs_conditions_emotions;obs_1_forme_lib;obs_1_forme_types;obs_1_PAN_nature;obs_1_PAN_nature_type;obs_1_caracteristiques_types;obs_1_couleur_lib;obs_1_couleur_types;obs_1_luminosite_lib;obs_1_luminosite_types;obs_1_halo_lib;obs_1_bruit_lib;obs_1_bruit_nature_types;obs_1_bruit_intensite_types;obs_1_PAN_taille;obs_1_PAN_altitude;obs_1_distance_abs;obs_1_PAN_pos_lat;obs_1_PAN_pos_lon;obs_1_PAN_pos_approx;obs_2_cadre_reference;obs_2_cadre_reference_type;obs_2_lat;obs_2_alt;obs_2_lon;obs_2_pos_err;obs_2_env_sol;obs_2_env_sol_type;obs_2_env_relief_type;obs_2_heure;obs_2_duree_type;obs_2_azimut;obs_2_azimut_lib;obs_2_elevation;obs_2_elevation_lib;obs_2_dist_lib;obs_2_dist_approx_type;obs_2_alt_lib;obs_2_cap;obs_2_cap_lib;obs_2_trajectoire_types;obs_2_trajectoire_lib;obs_2_dynamique_types;obs_2_vitesse_ang;obs_2_vitesse_lib;obs_2_vitesse_types;obs_2_taille_apparente_lib;obs_2_taille_apparente_type;obs_2_taille_apparente_abs;obs_2_env_odeurs_types;obs_2_tem_reaction_types;obs_2_forme_lib;obs_2_forme_types;obs_2_PAN_nature;obs_2_PAN_nature_type;obs_2_caracteristiques_types;obs_2_couleur_lib;obs_2_couleur_types;obs_2_luminosite_lib;obs_2_luminosite_types;obs_2_halo_lib;obs_2_bruit_lib;obs_2_bruit_nature_types;obs_2_bruit_intensite_types;obs_2_PAN_taille;obs_2_PAN_altitude;obs_2_distance_abs;obs_2_PAN_pos_lat;obs_2_PAN_pos_lon;obs_2_PAN_pos_approx;obs_3_adr_bat;obs_3_adr_num_voie;obs_3_adr_type_voie;obs_3_adr_nom_voie;obs_3_adr_commune;obs_3_adr_CP;obs_3_adr_dpt;obs_3_adr_pays;obs_3_adr_lieu;obs_3_cadre_reference;obs_3_cadre_reference_type;obs_3_lat;obs_3_alt;obs_3_lon;obs_3_pos_err;obs_3_env_sol;obs_3_env_sol_type;obs_3_env_relief_type;obs_3_heure;obs_3_duree_type;obs_3_azimut;obs_3_azimut_lib;obs_3_elevation;obs_3_elevation_lib;obs_3_dist_lib;obs_3_dist_approx_type;obs_3_alt_lib;obs_3_cap;obs_3_cap_lib;obs_3_trajectoire_types;obs_3_trajectoire_lib;obs_3_dynamique_types;obs_3_vitesse_ang;obs_3_vitesse_lib;obs_3_vitesse_types;obs_3_taille_apparente_lib;obs_3_taille_apparente_type;obs_3_taille_apparente_abs;obs_3_env_odeurs_types;obs_3_tem_reaction_types;obs_conditions_disparition;obs_conditions_disparition_txt;obs_3_forme_lib;obs_3_forme_types;obs_3_PAN_nature;obs_3_PAN_nature_type;obs_3_caracteristiques_types;obs_3_couleur_lib;obs_3_couleur_types;obs_3_luminosite_lib;obs_3_luminosite_types;obs_3_halo_lib;obs_3_bruit_lib;obs_3_bruit_nature_types;obs_3_bruit_intensite_types;obs_3_PAN_taille;obs_3_distance_abs;obs_3_PAN_altitude;obs_3_PAN_pos_lat;obs_3_PAN_pos_lon;obs_3_PAN_pos_approx;obs_incli;obs_incli_lib;obs_deg_parcouru;obs_nb_PAN;obs_nb_PAN_lib;obs_formation;obs_formation_type;obs_caracteristiques;obs_continuite;obs_continuite_type;obs_PAN_calculs;obs_envt_equipements_actifs
770;1979-07-00642;2544;0;;1979.07.05;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T1";;;;;1;T;1;"50 - 59 ans";F;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;3396;;1;1979308702;79306312;;;2470;1;;1;;;;1979;07;18;"1979-07-18 23:00:00";23:00;;;23:00:00;0;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;Ciel;48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;;45;;0.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;;" Phenomene";"Traenee, Queue";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Type - Mecanique - Sifflement";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
770;1979-07-00642;2545;0;;1979.07.06;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T2";;;;;2;T;2;"40 - 49 ans";H;;;;;;;;;;;;;;;;;;;;;;;;;;O;3397;;2;1979308702;79306312;;;2471;1;;1;;;;1979;07;18;"1979-07-18 23:00:00";23:00;;;23:00:00;0;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;Ciel;48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;;45;;0.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;;" Phenomene";"Traenee, Queue";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;strident;"Type - Mecanique - Sifflement";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
770;1979-07-00642;2546;0;;1979.07.07;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T3";;;;;3;T;3;"30 - 39 ans";F;;;;;;;;;;;;;;;;;;;;;;;;;;O;3398;;3;1979308702;79306312;;;2472;1;;1;;;;1979;07;18;"1979-07-18 22:50:00";22:50;;;22:50:00;0;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;"Paysage Urbain";48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;225.00;;;;;;45;;45.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;;" Phenomene";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;strident;"Type - Mecanique - Sifflement";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;"Emotion - Inquietude, Anxiete, Peur";;;;" Termes descriptifs (lumieres, forme, etc.)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
770;1979-07-00642;2547;0;;1979.07.08;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T4";;;;;4;T;4;"60 - 69 ans";H;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;3399;;4;1979308702;79306312;;;2473;1;;1;;;;1979;07;18;"1979-07-18 23:07:30";22:15/00:00;;;23:07:30;3150;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;Inconnu;48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;;45;;0.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";;;;;;;Inconnu;;;;;;;;" Phenomene";"Objet unique";;;;Inconnue;;metallique;"Type - Mecanique - Sifflement";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;;;
770;1979-07-00642;2548;0;;1979.07.09;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T5";;;;;5;T;5;"50 - 59 ans";F;;;;;;;;;;;;;;;;;;;;;;;;;;O;3400;;5;1979308702;79306312;;;2474;1;;1;;;;1979;07;18;"1979-07-18 23:15:00";22:15/00:15;;;23:15:00;3600;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;Inconnu;48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;;45;;0.00;;Inconnu;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";;;;;;;Inconnu;;;;;;;;" Phenomene";"Objet unique";;;;Inconnue;;strident;"Type - Mecanique - Sifflement";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;"Emotion - Inquietude, Anxiete, Peur";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;;;
770;1979-07-00642;2549;0;;1979.07.10;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T6";;;;;6;T;6;"10 - 19 ans";F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;3401;;6;1979308702;79306312;;;2475;1;;1;;;;1979;07;18;"1979-07-18 22:30:00";22:30;;;22:30:00;0;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;"Paysage Urbain";48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;225.00;;;;;;45;;45.00;;Inconnu;;;;;Inconnu;"50 cm de long";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;"forme de tube";"Autre forme non categorisee";;" Phenomene";"Objet unique";;Noir;;"Intensite - Obscur ou noir profond ";;;"Type - Mecanique - Sifflement";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;"Emotion - Inquietude, Anxiete, Peur";;;;" Objet";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
770;1979-07-00642;2550;0;;1979.07.11;"GARENNE-COLOMBES (LA) (92) 18.07.1979 T7";;;;;7;T;7;"30 - 39 ans";H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;3402;;7;1979308702;79306312;;;2476;1;;1;;;;1979;07;18;"1979-07-18 22:37:30";22:30/22:45;;;22:37:30;450;;;;;;"GARENNE-COLOMBES (LA)";92250;92;;;;;;;Ciel;48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;225.00;;;;;;45;;45.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;Rouge;;;;;"Type - Technologique - Explosion, Detonation, Bang";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;"Emotion - Inquietude, Anxiete, Peur";;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
771;1979-07-00643;2565;0;;1979.07.26;"ANNECY (74) 20.07.1979 T2";;;;;2;T;2;"20 - 29 ans";H;;;;;;;;;;;;;;;;;;;;;;;;;;O;3418;;2;1979308712;79306312;;;2491;1;;1;;;;1979;07;20;"1979-07-20 10:00:00";10:00;;;10:00:00;0;;;15m;;;ANNECY;74000;74;;;;;;;Ciel;45.9;6.1;0.0;;"Territoires agricoles";;;;;;;;"300 metres d'altitude";;;;;0.00;;Autre;"tournait sur lui-meme";;;;Lente;"5 metres de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;;;;" Engin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
771;1979-07-00643;2564;0;;1979.07.25;"SEYNOD (74) 20.07.1979 T1";;;;;1;T;1;"40 - 49 ans";H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;3417;;1;1979308712;79306312;;;2490;1;;1;;;;1979;07;20;"1979-07-20 09:55:00";09:50/10:00;;;09:55:00;300;;;;;Inconnu;SEYNOD;74600;74;;;;;;;Ciel;45.9;6.1;0.0;;"Territoires agricoles";;;;;;;;"400 metres d'altitude";;;;;270.00;;Montante;"tournait sur lui-meme";;;;Lente;"2 metres de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Descendante;;;;;;;;;;;;;;" Engin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Autre;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
771;1979-07-00643;2566;0;;1979.07.27;"SEYNOD (74) 20.07.1979 T3";;;;;3;T;3;"30 - 39 ans";H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;3419;;3;1979308712;79306312;;;2492;1;;1;;;;1979;07;20;"1979-07-20 10:00:00";10:00;;;10:00:00;0;;;20m;;;SEYNOD;74600;74;;;;;;;Ciel;45.9;6.1;0.0;;"Territoires agricoles";;;;;;;;"300 metres d'altitude";;;;;270.00;;Montante;;;;;Lente;"5 metres de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 2 axes de symetrie - Ovoede";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Engin";;;Noir;;"Intensite - Obscur ou noir profond ";;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
771;1979-07-00643;2567;0;;1979.07.28;"SEYNOD (74) 20.07.1979 T4";;;;;4;T;4;"60 - 69 ans";H;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;3420;;4;1979308712;79306312;;;2493;1;;1;;;;1979;07;20;"1979-07-20 10:15:00";10:15;;;10:15:00;0;;;;;Inconnu;SEYNOD;74600;74;;;;;;;Ciel;45.9;6.1;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;270.00;;Inconnu;;;;;Inconnu;"80 cm e 1 metre de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objets multiples";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
772;1979-07-00644;2561;0;;1979.07.22;"PRANLES (07) 21.07.1979 T1";;;"Suite e un appel telephonique du temoin les gendarmes se deplacent chez lui. 
Le temoin indique avoir fait un rapport ecrit (rapport manuscrit joint au PV) sur une observation faite dans le ciel e une altitude estimee entre 100 et 150 m e peu pres au-dessus du lieu-dit ""Serre de Pieroulet"" communes de Pranles (ATTENTION LA PHOTO donne un autre emplacement approximatif : quartier ""Chamarouan"" e PRANLES)
Le phenomene observe se presente sous une forme ovoedale, lumineuse, centree en permanence par deux foyers parfaitement circonscrits et d'une luminosite particulierement intense. Autour de cette forme lumineuse fixe un faisceau de lumiere bleuetre balayait les alentours.

Un autre point excentrique tres petit et tres faiblement lumineux situe sur un plan legerement inferieur e celui d'avant est egalement observe.

L'observation a dure de 22:45 e 23:28. : l'ovoede a subit une intense augmentation lumineuse puis extinction subite donnant l'impression de partir e tres grande vitesse. Le ciel redevient brutalement noir.
";1;1;T;1;"50 - 59 ans";H;PRANLES;07000;07;FR;;"31. Professions liberales et assimiles";;;;;;;;;;;;;;;;;;;;O;3414;;1;1979308710;79306315A;;;2487;1;;1;;;;1979;07;21;"1979-07-21 22:45:00";22:45-23:28;;;23:06:30;0;;;;00:33:00;"> 30 mn";PRANLES;7000;07;FR;;;;;ciel;Ciel;44.8;4.6;0.0;"domicile en campagne";"Territoires artificialises - Zones urbanisees";;Inconnu;22:45;Inconnu;288.00;" au-dessus du lieu-dit ""Serre de Pieroulet"" ";;100m-150m;NP;<5000m;563;;288.00;;"Stationnaire, Immobile";"foyer fixe avec faisceau rotatif et point lumineux exentre";;;;Inconnu;NP;;;Inconnu;"Emotion - Curiosite, Interet - Actif";1;;Direct;;"silence complet ";NP;"Soleil ou Nuit claire";"horizon bien degage, ciel limpide dans surchage (vapeurs brouillards) quelques nuages clairsemes en altitude";4;"pas de Lune, ciel normalement etoile sans passage de satellite mais pas d'etoile au proche horizon";;"ovoideet faisceau balayant regulierement les alentours";"3D - 2 axes de symetrie - Ovoede";"phenomene, forme, faisceau";" Phenomene";"Objet unique ; Faisceau(x) Lumineux";"rouge orange et bleu";"Vermillon ; Bleu";"intensite exceptionnelle";"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";"faisceau lumineux bleute balayan les alentours e un rythme constant et dans le sens des aiguilles d'";aucun;"Inconnu ; Aucun, Silence total";"0 - Aucun bruit perceptible";;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;23:28;Inconnu;;;;"100m -150m";;;;;;;;;;;;;;;;;0;"extinction du phenomene";;;;;;;;;;;;;;;;;;;;;;NP;1;"Un foyer lumineux avec faisceaux lumineux rotatif et un point excentrique isole";;;;;"Non precise";;RAS
772;1979-07-00644;2562;0;;1979.07.23;"PRANLES (07) 21.07.1979 T2";;;"le temoin en fermant ses volets apereoit dans le ciel en direction du lieu-dit ""Serre de Pieroulet"" une lueur orange qui devient bleue par moment. Cette lueur augmente et diminue d'intensite. une lumiere bleuetre eclaire la montagne sur le versant de la commune de CREYSEILLES. Ce PAN semble fixe. L'observation dure une dizaine de minutes et le temoin part se coucher .
Le lendemain matin il voit T1.";2;2;T;2;"60 - 69 ans";H;PRANLES;00700;00;FR;;"10. Agriculteurs exploitants";;;;;;;;;;;;;;;;;;;;O;3415;;2;1979308710;79306315B;;;2488;1;;1;;;;1979;07;21;"1979-07-21 23:00:00";23:00;;;23:00:00;0;;;10m;00:10:00;;PRANLES;7000;07;FR;;;;;ciel;Ciel;44.8;4.6;0.0;"ferme en campagne ";"Territoires artificialises - Zones urbanisees";;"<b>3 Travaux domestiques</b>";23:00;"< 10 mn";288.00;"lieu-dit ""Serres de Pieroulet """;;"dans le ciel";NP;Inconnu;563;"dans le ciel";288.00;fixe;"Stationnaire, Immobile";fixe;;;;"Nulle, Immobile, Stationnaire";NP;;;Inconnu;"Emotion - Curiosite, Interet - Actif";1;;Direct;;NP;"ferme ses volets";Inconnu;NP;1;NP;;lueur;"Forme Floue - Halo, Lumiere";"lueur, phenomene";" Termes descriptifs (lumieres, forme, etc.)";"Objet unique";"orange et bleu par moment";"Orange, feu ; Bleu";"variations d'intensite";"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";NP;NP;Inconnu;Inconnu;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"bleue par moment";;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;23:10;;;NP;;NP;;;;;;;;;;;;;;;;;1;"le temoin part se coucher";;;;;;;;;;;;;;;;;;;;;;NP;1;"Un seul";;;;;"Observation en continu";;NP
773;1979-07-00645;2543;0;;1979.07.04;"SAINT-LYS (31) 23.07.1979";;;;;1;T;;;F;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;3395;;1;1979308701;79306316;;;2469;1;;1;;;;1979;07;23;"1979-07-23 17:30:00";16:30/18:30;;;17:30:00;3600;;;7/8m;;;SAINT-LYS;31470;31;;;;;;;Ciel;43.5;1.2;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;225.00;;;"150 e 200 metres du sol";;"<10000m (tres eloignee)";;;45.00;;Autre;"tournant sur lui-meme";;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";"long de 2 metres";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 1 axe de symetrie - Cylindrique";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
774;1979-07-00646;2563;0;;1979.07.24;"COLOMBES (92) 25.07.1979";;;;;1;T;;"30 - 39 ans";H;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;3416;;1;1979308711;79306339;;;2489;1;;1;;;;1979;07;25;"1979-07-25 21:30:00";21:30;;;21:30:00;0;;;;;;COLOMBES;92700;92;;;;;;;Ciel;48.9;2.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;0.00;;Inconnu;;;;;Inconnu;lentille;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";"Traenee, Queue";;Rouge;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
775;1979-07-00647;2553;0;;1979.07.14;"HERBLAY (95) 28.07.1979";;;;;1;T;;;F;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;3405;;1;1979308704;79306319;;;2479;1;;1;;;;1979;07;28;"1979-07-28 00:00:00";00:00;;;00:00:00;0;;;2m;;;HERBLAY;95220;95;;;;;;;Ciel;49;2.2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;315.00;;;;;;;;45.00;;Inconnu;;;;;Lente;"+ grosse que la lune";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
776;1979-07-01718;2559;0;;1979.07.20;"SAINT-PIERRE (975) 16.07.1979 T1";;;;;1;T;1;"20 - 29 ans";H;;;;;;"31. Professions liberales et assimiles";;;;;;;;;;;;;;;;;;;;O;3411;;1;1979308708;79406322;;;2485;1;;1;;;;1979;07;16;"1979-07-16 21:40:00";21:40;;;21:40:00;0;;;;;;SAINT-PIERRE;97500;975;;;;;;;Ciel;46.8;-56.2;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;;;;"75 e 100 metres de hauteur";;"<10000m (tres eloignee)";;;180.00;;"Chg direction, niveau de vol";;;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";;"2.2 < x < 6e ou ""Grande""";;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;Rouge;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;Courbe;;;;;;;;;;;;;;" Phenomene";;;"Jaune, Ambre";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
